Dates,Price,Destination,InviaCode,Operator,MealType
"
							21.4. - 28.4.
							(8 dní)
						",16551,Kreta,8294,Solartour SK,All Inclusive
"
							22.4. - 29.4.
							(8 dní)
						",17788,Kreta,8294,Solartour SK,All Inclusive
"
							24.4. - 1.5.
							(8 dní)
						",16551,Kreta,8294,Solartour SK,All Inclusive
"
							28.4. - 5.5.
							(8 dní)
						",18350,Kreta,49746,Solartour SK,All Inclusive
"
							1.5. - 8.5.
							(8 dní)
						",17816,Kreta,49746,Solartour SK,All Inclusive
"
							5.5. - 12.5.
							(8 dní)
						",18237,Kreta,49746,Solartour SK,All Inclusive
"
							9.4. - 16.4.
							(8 dní)
						",15990,Kreta,22371,Exim Tours,Polopenze
"
							9.4. - 16.4.
							(8 dní)
						",18680,Kreta,22371,Exim Tours,All Inclusive
"
							9.4. - 23.4.
							(15 dní)
						",28280,Kreta,22371,Exim Tours,All Inclusive
"
							30.4. - 7.5.
							(8 dní)
						",21335,Kreta,7920,Inex,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",33755,Kreta,7920,Inex,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",21335,Kreta,7920,Inex,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",12200,Kreta,32262,Fischer 3 - spec.produkt,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",14490,Kreta,32262,Pantour,Polopenze
"
							19.5. - 2.6.
							(15 dní)
						",16590,Kreta,32262,Pantour,Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",14937,Kreta,8134,Brenna,Polopenze
"
							3.6. - 14.6.
							(12 dní)
						",18227,Kreta,8134,Brenna,Polopenze
"
							10.6. - 17.6.
							(8 dní)
						",14937,Kreta,8134,Brenna,Polopenze
"
							31.5. - 7.6.
							(8 dní)
						",12490,Kreta,24790,Fischer 3 - spec.produkt,Polopenze
"
							31.5. - 7.6.
							(8 dní)
						",11490,Kreta,24790,Fischer 3 - spec.produkt,Snídaně
"
							3.6. - 10.6.
							(8 dní)
						",13997,Kreta,24790,Brenna,Polopenze
"
							6.5. - 13.5.
							(8 dní)
						",15360,Kreta,30570,Greece tours,Bez stravy
"
							6.5. - 20.5.
							(15 dní)
						",19940,Kreta,30570,Greece tours,Bez stravy
"
							13.5. - 20.5.
							(8 dní)
						",15360,Kreta,30570,Greece tours,Bez stravy
"
							7.6. - 17.6.
							(11 dní)
						",11892,Kreta,104640,Viamare,Snídaně
"
							17.6. - 28.6.
							(12 dní)
						",13491,Kreta,104640,Viamare,Snídaně
"
							28.6. - 8.7.
							(11 dní)
						",14391,Kreta,104640,Viamare,Snídaně
"
							7.4. - 12.4.
							(6 dní)
						",22158,Kreta,8515,Neckermann CZ,All Inclusive
"
							7.4. - 14.4.
							(8 dní)
						",28512,Kreta,8515,Neckermann CZ,All Inclusive
"
							7.4. - 17.4.
							(11 dní)
						",26217,Kreta,8515,Neckermann CZ,All Inclusive
